query,target,fident,alnlen,mismatch,gapopen,qstart,qend,tstart,tend,evalue,bits,alntmscore,query_uniprot,target_uniprot,query_gene,target_gene,target_organism
AF-A0A086I2J6-F1-model_v4,AF-P23526-F1-model_v6,0.553,457,176,7,6,460,2,432,5.691e-60,2374,0.9656,A0A086I2J6,P23526,ahcY,AHCY,9606
AF-V5V9V4-F1-model_v4,AF-Q9Y394-2-F1-model_v6,0.309,262,173,5,10,264,1,261,4.201e-25,946,0.9655,V5V9V4,Q9Y394,fabG_9,DHRS7,9606
AF-A0A1E3M6G7-F1-model_v4,AF-Q9H2A2-F1-model_v6,0.325,488,315,8,1,475,1,487,1.6730000000000003e-55,2034,0.9654,A0A1E3M6G7,Q9H2A2,,ALDH8A1,9606
AF-V5VBH1-F1-model_v4,AF-P30793-4-F1-model_v6,0.45,162,88,1,3,163,71,232,2.821e-21,793,0.9653,V5VBH1,P30793,folE,GCH1,9606
AF-A0A1E3M5V6-F1-model_v4,AF-Q9UKU7-2-F1-model_v6,0.319,266,177,3,116,380,26,288,9.915e-20,925,0.9653,A0A1E3M5V6,Q9UKU7,,ACAD8,9606
AF-V5VEC1-F1-model_v4,AF-Q96CM8-3-F1-model_v6,0.422,559,303,7,6,558,58,602,4.675e-80,2827,0.9653,V5VEC1,Q96CM8,fadD_2,ACSF2,9606
AF-A0A1E3M3F1-F1-model_v4,AF-P05091-2-F1-model_v6,0.334,478,271,4,8,483,33,465,4.143e-49,1841,0.9652,A0A1E3M3F1,P05091,gabD,ALDH2,9606
AF-V5VG24-F1-model_v4,AF-Q8WXI4-2-F1-model_v6,0.29,148,104,1,12,159,42,188,6.415e-12,524,0.9652,V5VG24,Q8WXI4,,ACOT11,9606
AF-A0A1E3M7B3-F1-model_v4,AF-Q9UKS6-F1-model_v6,0.123,73,61,1,95,167,145,214,4.286,77,0.9652,A0A1E3M7B3,Q9UKS6,,PACSIN3,9606
AF-V5V8Q5-F1-model_v4,AF-P42357-F1-model_v6,0.439,505,275,5,1,500,114,615,1.362e-48,2338,0.9651,V5V8Q5,P42357,hutH,HAL,9606
AF-V5VIH3-F1-model_v4,AF-P34932-2-F1-model_v6,0.296,108,74,1,3,108,2,109,1.539e-07,313,0.9649,V5VIH3,P34932,dnaK,HSPA4,9606
AF-A0A1E3M5V6-F1-model_v4,AF-Q9UKU7-3-F1-model_v6,0.313,325,219,4,42,365,2,323,1.929e-25,1192,0.9649,A0A1E3M5V6,Q9UKU7,,ACAD8,9606
AF-V5V9V4-F1-model_v4,AF-Q9Y394-F1-model_v6,0.31,267,176,4,5,264,46,311,1.5820000000000002e-26,998,0.9642,V5V9V4,Q9Y394,fabG_9,DHRS7,9606
AF-V5VAW7-F1-model_v4,AF-Q14157-F1-model_v6,0.454,33,18,0,7,39,52,84,1.606,77,0.9638,V5VAW7,Q14157,tsf,UBAP2L,9606
AF-V5VG24-F1-model_v4,AF-Q8WYK0-F1-model_v6,0.298,144,101,0,16,159,8,151,2.002e-12,542,0.9636,V5VG24,Q8WYK0,,ACOT12,9606
AF-A0A059ZI64-F1-model_v4,AF-Q9ULH0-3-F1-model_v6,0.316,193,126,3,31,222,75,262,2.103e-10,554,0.9636,A0A059ZI64,Q9ULH0,,KIDINS220,9606
AF-A0A1E3M6D6-F1-model_v4,AF-Q8N4T8-2-F1-model_v6,0.308,178,120,3,7,181,2,179,4.434e-14,535,0.9633,A0A1E3M6D6,Q8N4T8,,CBR4,9606
AF-V5VC63-F1-model_v4,AF-O94788-3-F1-model_v6,0.399,488,278,8,19,499,17,496,3.226e-57,2191,0.9631,V5VC63,O94788,acoD,ALDH1A2,9606
AF-A0A059ZND5-F1-model_v4,AF-P35998-2-F1-model_v6,0.392,247,149,1,152,397,33,279,9.073000000000001e-26,1055,0.9631,A0A059ZND5,P35998,ftsH,PSMC2,9606
AF-A0A1E3M736-F1-model_v4,AF-Q6PKH6-F1-model_v6,0.27,192,130,2,4,194,29,211,2.028e-14,518,0.963,A0A1E3M736,Q6PKH6,,DHRS4L2,9606
AF-A0A1E3M558-F1-model_v4,AF-Q6JQN1-5-F1-model_v6,0.53,407,177,5,3,403,689,1087,6.531999999999999e-41,2009,0.9626,A0A1E3M558,Q6JQN1,,ACAD10,9606
AF-A0A1L5TLA1-F1-model_v4,AF-Q9UKU7-2-F1-model_v6,0.302,261,174,4,126,385,32,285,4.874e-19,888,0.9626,A0A1L5TLA1,Q9UKU7,,ACAD8,9606
AF-A0A1E3M7C6-F1-model_v4,AF-Q8N4T8-2-F1-model_v6,0.25,180,132,2,7,185,1,178,5.353e-15,576,0.9625,A0A1E3M7C6,Q8N4T8,,CBR4,9606
AF-A0A1E3M9G6-F1-model_v4,AF-Q8N4T8-F1-model_v6,0.302,245,161,4,6,250,1,235,2.7819999999999997e-22,847,0.9621,A0A1E3M9G6,Q8N4T8,,CBR4,9606
AF-A0A1E3M4K7-F1-model_v4,AF-Q9UBQ7-F1-model_v6,0.356,323,201,6,1,317,6,327,8.784e-37,1359,0.9618,A0A1E3M4K7,Q9UBQ7,,GRHPR,9606
AF-A0A0H5F8L1-F1-model_v4,AF-Q8N4T8-2-F1-model_v6,0.3,183,122,4,14,194,1,179,6.525e-14,538,0.9616,A0A0H5F8L1,Q8N4T8,,CBR4,9606
AF-A0A0H4UB89-F1-model_v4,AF-Q9UKU7-3-F1-model_v6,0.326,325,214,4,56,378,2,323,4.429e-25,1172,0.9614,A0A0H4UB89,Q9UKU7,,ACAD8,9606
AF-A0A1E3M9G6-F1-model_v4,AF-Q8N4T8-2-F1-model_v6,0.313,182,121,2,6,187,1,178,9.786e-15,563,0.9614,A0A1E3M9G6,Q8N4T8,,CBR4,9606
AF-Q5ENX8-F1-model_v4,AF-O95394-3-F1-model_v6,0.368,38,24,0,42,79,120,157,0.3927,80,0.9612,Q5ENX8,O95394,glmM,PGM3,9606
AF-Q5ENX8-F1-model_v4,AF-O95394-F1-model_v6,0.368,38,24,0,42,79,120,157,0.5427,76,0.9612,Q5ENX8,O95394,glmM,PGM3,9606
AF-V5VB46-F1-model_v4,AF-P82675-F1-model_v6,0.256,152,111,2,8,157,216,367,4.405e-13,530,0.9611,V5VB46,P82675,rpsE,MRPS5,9606
AF-V5VG24-F1-model_v4,AF-Q8WYK0-2-F1-model_v6,0.29,148,105,0,12,159,4,151,2.005e-14,624,0.961,V5VG24,Q8WYK0,,ACOT12,9606
AF-A0A1E3M8Y0-F1-model_v4,AF-Q9NZB8-8-F1-model_v6,0.449,138,72,2,1,136,493,628,4.522e-16,618,0.9608,A0A1E3M8Y0,Q9NZB8,,MOCS1,9606
AF-A0A059ZI64-F1-model_v4,AF-Q9BXX2-F1-model_v6,0.291,189,129,1,31,219,77,260,3.983e-10,526,0.9606,A0A059ZI64,Q9BXX2,,ANKRD30B,9606
AF-A0A1E3MAK3-F1-model_v4,AF-Q8N4T8-2-F1-model_v6,0.291,185,125,3,8,192,1,179,2.532e-13,500,0.9603,A0A1E3MAK3,Q8N4T8,,CBR4,9606
AF-A0A1L5TKS0-F1-model_v4,AF-Q5TKA1-3-F1-model_v6,0.027,72,70,0,126,197,306,377,9.331,57,0.9602,A0A1L5TKS0,Q5TKA1,,LIN9,9606
AF-A0A1E3MB25-F1-model_v4,AF-P05091-F1-model_v6,0.311,485,321,8,5,481,38,517,3.198e-52,1880,0.9598,A0A1E3MB25,P05091,,ALDH2,9606
AF-A0A0E1JGH6-F1-model_v4,AF-Q9NUB1-4-F1-model_v6,0.472,518,263,7,6,519,44,554,6.574e-72,2657,0.9597,A0A0E1JGH6,Q9NUB1,acs,ACSS1,9606
AF-A0A1E3MB25-F1-model_v4,AF-O94788-F1-model_v6,0.31,486,322,7,4,481,38,518,2.091e-51,1855,0.9594,A0A1E3MB25,O94788,,ALDH1A2,9606
AF-Q5ENX8-F1-model_v4,AF-O95394-4-F1-model_v6,0.368,38,24,0,42,79,148,185,0.3927,80,0.959,Q5ENX8,O95394,glmM,PGM3,9606
AF-A0A1E3MCJ3-F1-model_v4,AF-O94788-F1-model_v6,0.325,489,318,6,3,482,30,515,6.747000000000001e-55,2000,0.959,A0A1E3MCJ3,O94788,gabD,ALDH1A2,9606
AF-A0A1E3MB25-F1-model_v4,AF-O94788-3-F1-model_v6,0.311,485,321,7,5,481,18,497,5.186999999999999e-53,1907,0.9587,A0A1E3MB25,O94788,,ALDH1A2,9606
AF-A0A1E3MAK3-F1-model_v4,AF-Q6PKH6-F1-model_v6,0.321,190,127,2,1,190,24,211,1.35e-18,677,0.9587,A0A1E3MAK3,Q6PKH6,,DHRS4L2,9606
AF-A0A1E3M5A1-F1-model_v4,AF-Q9H1D9-F1-model_v6,0.161,62,49,1,17,75,91,152,0.01431,143,0.9587,A0A1E3M5A1,Q9H1D9,,POLR3F,9606
AF-A0A1E3M951-F1-model_v4,AF-Q6P587-2-F1-model_v6,0.341,208,136,1,5,212,14,220,5.216e-25,963,0.9586,A0A1E3M951,Q6P587,,FAHD1,9606
AF-A0A335SUX6-F1-model_v4,AF-P11177-F1-model_v6,0.375,344,194,5,2,339,31,359,2.628e-38,1428,0.9585,A0A335SUX6,P11177,,PDHB,9606
AF-V5VC63-F1-model_v4,AF-Q9H2A2-3-F1-model_v6,0.345,142,90,2,18,158,9,148,2.247e-08,292,0.9585,V5VC63,Q9H2A2,acoD,ALDH8A1,9606
AF-A0A1E3M8Y0-F1-model_v4,AF-Q9NZB8-F1-model_v6,0.449,138,72,2,1,136,493,628,9.439e-16,605,0.9584,A0A1E3M8Y0,Q9NZB8,,MOCS1,9606
AF-V5V997-F1-model_v4,AF-Q8N4T8-2-F1-model_v6,0.274,182,128,2,13,193,1,179,2.156e-13,497,0.9582,V5V997,Q8N4T8,fadH_3,CBR4,9606
AF-A0A1E3M1U1-F1-model_v4,AF-Q9Y2Z2-4-F1-model_v6,0.426,645,343,11,3,625,31,670,4.0350000000000003e-72,2988,0.9581,A0A1E3M1U1,Q9Y2Z2,mnmG,MTO1,9606
AF-A0A1E3M8Y0-F1-model_v4,AF-Q9NZB8-2-F1-model_v6,0.442,140,74,2,1,138,477,614,3.13e-16,623,0.958,A0A1E3M8Y0,Q9NZB8,,MOCS1,9606
AF-A0A1E3M8D1-F1-model_v4,AF-O00442-F1-model_v6,0.25,356,249,8,9,347,3,357,4.1750000000000006e-36,1292,0.958,A0A1E3M8D1,O00442,rtcA,RTCA,9606
AF-A0A1E3MB25-F1-model_v4,AF-Q9H2A2-F1-model_v6,0.32,486,313,5,1,475,7,486,4.044e-52,1879,0.958,A0A1E3MB25,Q9H2A2,,ALDH8A1,9606
AF-V5V809-F1-model_v4,AF-Q86XE5-F1-model_v6,0.269,293,211,2,8,297,35,327,2.6689999999999997e-22,930,0.9579,V5V809,Q86XE5,dapA,HOGA1,9606
AF-A0A335SUX6-F1-model_v4,AF-P11177-2-F1-model_v6,0.373,345,195,5,1,339,12,341,1.538e-38,1435,0.9578,A0A335SUX6,P11177,,PDHB,9606
AF-A0A1E3M8Y0-F1-model_v4,AF-Q9NZB8-7-F1-model_v6,0.442,140,74,2,1,138,390,527,6.534e-16,611,0.9576,A0A1E3M8Y0,Q9NZB8,,MOCS1,9606
AF-V5VC63-F1-model_v4,AF-Q9H2A2-F1-model_v6,0.363,487,291,10,18,494,9,486,3.62e-56,2117,0.9565,V5VC63,Q9H2A2,acoD,ALDH8A1,9606
AF-A0A1E3M575-F1-model_v4,AF-O94788-3-F1-model_v6,0.345,498,308,8,8,495,3,492,3.5030000000000003e-56,2057,0.9564,A0A1E3M575,O94788,,ALDH1A2,9606
AF-V5VBL6-F1-model_v4,AF-Q496Y0-2-F1-model_v6,0.181,66,54,0,82,147,242,307,1.44,97,0.9563,V5VBL6,Q496Y0,,LONRF3,9606
AF-A0A1E3MD87-F1-model_v4,AF-Q6PKH6-F1-model_v6,0.225,182,138,2,5,185,30,209,2.132e-15,567,0.9561,A0A1E3MD87,Q6PKH6,,DHRS4L2,9606
AF-A0A1E3M1U1-F1-model_v4,AF-Q9Y2Z2-6-F1-model_v6,0.401,685,343,12,3,625,31,710,7.24e-67,2737,0.956,A0A1E3M1U1,Q9Y2Z2,mnmG,MTO1,9606
AF-A0A1E3M736-F1-model_v4,AF-Q8N4T8-2-F1-model_v6,0.315,190,118,3,6,195,1,178,2.307e-16,577,0.956,A0A1E3M736,Q8N4T8,,CBR4,9606
AF-V5VHN7-F1-model_v4,AF-Q6PKH6-F1-model_v6,0.31,177,118,3,6,178,33,209,1.192e-15,551,0.9557,V5VHN7,Q6PKH6,fabG,DHRS4L2,9606
AF-A0A1E3M421-F1-model_v4,AF-Q96DC8-2-F1-model_v6,0.3,170,118,1,88,257,2,170,1.832e-12,473,0.9556,A0A1E3M421,Q96DC8,,ECHDC3,9606
AF-A0A335ST51-F1-model_v4,AF-Q8N4T8-F1-model_v6,0.37,240,144,4,1,240,1,233,3.563e-25,909,0.9556,A0A335ST51,Q8N4T8,fabG,CBR4,9606
AF-A0A1E3M8D1-F1-model_v4,AF-O00442-2-F1-model_v6,0.241,368,248,8,10,347,4,370,1.249e-34,1236,0.9552,A0A1E3M8D1,O00442,rtcA,RTCA,9606
AF-A0A1E3M832-F1-model_v4,AF-Q1L5Z9-F1-model_v6,0.155,103,85,1,26,128,193,293,0.01341,152,0.9551,A0A1E3M832,Q1L5Z9,,LONRF2,9606
AF-A0A1E3MAK3-F1-model_v4,AF-Q8N4T8-F1-model_v6,0.266,244,168,5,8,251,1,233,9.392000000000001e-20,726,0.9549,A0A1E3MAK3,Q8N4T8,,CBR4,9606
AF-A0A1E3M4K0-F1-model_v4,AF-Q9H2A2-F1-model_v6,0.283,493,341,8,19,505,1,487,5.564e-49,1793,0.9548,A0A1E3M4K0,Q9H2A2,,ALDH8A1,9606
AF-A0A1E3M4K0-F1-model_v4,AF-O94788-4-F1-model_v6,0.3,430,289,9,83,509,1,421,4.5189999999999994e-41,1475,0.9544,A0A1E3M4K0,O94788,,ALDH1A2,9606
AF-A0A1E3M3N6-F1-model_v4,AF-Q8N4T8-F1-model_v6,0.287,254,161,4,7,260,2,235,4.05e-23,851,0.9543,A0A1E3M3N6,Q8N4T8,,CBR4,9606
AF-A0A1E3MD87-F1-model_v4,AF-Q8N4T8-2-F1-model_v6,0.261,180,128,1,8,187,3,177,2.895e-14,527,0.9543,A0A1E3MD87,Q8N4T8,,CBR4,9606
AF-A0A059ZI64-F1-model_v4,AF-Q9ULH0-4-F1-model_v6,0.307,192,128,2,31,222,9,195,1.087e-09,513,0.954,A0A059ZI64,Q9ULH0,,KIDINS220,9606
AF-A0A1E3M1U1-F1-model_v4,AF-Q9Y2Z2-5-F1-model_v6,0.394,626,329,12,45,625,1,621,2.928e-60,2416,0.9539,A0A1E3M1U1,Q9Y2Z2,mnmG,MTO1,9606
AF-A0A1E3MCJ3-F1-model_v4,AF-O94788-3-F1-model_v6,0.325,494,316,8,4,482,3,494,1.8380000000000002e-55,2002,0.9538,A0A1E3MCJ3,O94788,gabD,ALDH1A2,9606
AF-A0A0D5YKQ7-F1-model_v4,AF-Q9UKU7-3-F1-model_v6,0.29,327,219,7,64,384,2,321,1.4899999999999998e-22,1043,0.9536,A0A0D5YKQ7,Q9UKU7,gcdH,ACAD8,9606
AF-A0A335ST51-F1-model_v4,AF-Q8N4T8-2-F1-model_v6,0.353,184,114,3,1,184,1,179,7.855e-16,565,0.9536,A0A335ST51,Q8N4T8,fabG,CBR4,9606
AF-A0A1E3MCJ3-F1-model_v4,AF-Q9H2A2-F1-model_v6,0.332,475,307,4,14,479,13,486,1.547e-53,1901,0.9534,A0A1E3MCJ3,Q9H2A2,gabD,ALDH8A1,9606
AF-A0A1E3M7D5-F1-model_v4,AF-P42357-2-F1-model_v6,0.328,487,310,9,2,480,112,589,2.948e-36,1707,0.9532,A0A1E3M7D5,P42357,,HAL,9606
AF-A0A1E3M554-F1-model_v4,AF-Q9HAC7-3-F1-model_v6,0.386,437,229,4,1,409,38,463,1.039e-47,1745,0.953,A0A1E3M554,Q9HAC7,,SUGCT,9606
AF-A0A1L5TLA1-F1-model_v4,AF-P28330-F1-model_v6,0.343,387,245,6,3,387,49,428,3.2950000000000002e-31,1432,0.9527,A0A1L5TLA1,P28330,,ACADL,9606
AF-A0A0H5F8L1-F1-model_v4,AF-Q8N4T8-F1-model_v6,0.293,249,162,6,14,260,1,237,4.797e-22,826,0.9523,A0A0H5F8L1,Q8N4T8,,CBR4,9606
AF-A0A1E3M3N6-F1-model_v4,AF-Q9Y394-2-F1-model_v6,0.31,193,128,2,8,195,1,193,4.387e-16,576,0.9522,A0A1E3M3N6,Q9Y394,,DHRS7,9606
AF-A0A1E3M575-F1-model_v4,AF-P05091-F1-model_v6,0.373,498,298,6,4,495,23,512,9.285000000000001e-57,2072,0.9521,A0A1E3M575,P05091,,ALDH2,9606
AF-A0A059ZTW8-F1-model_v4,AF-Q8IWW8-2-F1-model_v6,0.253,414,269,6,15,389,3,415,5.0099999999999996e-29,1281,0.952,A0A059ZTW8,Q8IWW8,dhaT_2,ADHFE1,9606
AF-R4L7L5-F1-model_v4,AF-P11498-F1-model_v6,0.175,74,54,1,64,137,1111,1177,0.0005168,216,0.9519,R4L7L5,P11498,accB,PC,9606
AF-A0A0H4UGL7-F1-model_v4,AF-Q8N4T8-2-F1-model_v6,0.327,183,116,4,8,187,1,179,1.715e-16,575,0.9518,A0A0H4UGL7,Q8N4T8,,CBR4,9606
AF-A0A7U4XC65-F1-model_v4,AF-P11498-F1-model_v6,0.456,451,238,4,1,445,35,484,1.956e-58,2208,0.9518,A0A7U4XC65,P11498,,PC,9606
AF-A0A1E3MB25-F1-model_v4,AF-O94788-4-F1-model_v6,0.323,427,279,7,60,481,1,422,2.576e-45,1588,0.9517,A0A1E3MB25,O94788,,ALDH1A2,9606
AF-A0A0D7TSQ3-F1-model_v4,AF-Q8N4T8-2-F1-model_v6,0.248,181,132,3,1,181,3,179,1.861e-12,463,0.9516,A0A0D7TSQ3,Q8N4T8,ydfG,CBR4,9606
AF-R4LDE1-F1-model_v4,AF-Q96RQ3-F1-model_v6,0.449,447,239,6,1,442,48,492,1.939e-60,2239,0.9515,R4LDE1,Q96RQ3,accC,MCCC1,9606
AF-A0A0H4UFS2-F1-model_v4,AF-Q9UF47-F1-model_v6,0.406,59,34,1,7,64,20,78,0.02584,164,0.9514,A0A0H4UFS2,Q9UF47,dnaJ_2,DNAJC5B,9606
AF-A0A1E3M575-F1-model_v4,AF-Q9H2A2-F1-model_v6,0.348,493,299,9,15,495,5,487,1.763e-55,2031,0.951,A0A1E3M575,Q9H2A2,,ALDH8A1,9606
AF-A0A0D5YG92-F1-model_v4,AF-Q8N4T8-F1-model_v6,0.289,249,159,6,1,249,1,231,2.4319999999999997e-22,798,0.9509,A0A0D5YG92,Q8N4T8,,CBR4,9606
AF-V5V997-F1-model_v4,AF-Q8N4T8-F1-model_v6,0.263,247,169,4,13,258,1,235,3.6479999999999995e-22,796,0.9505,V5V997,Q8N4T8,fadH_3,CBR4,9606
AF-A0A0D5YKQ7-F1-model_v4,AF-P45954-2-F1-model_v6,0.301,332,225,4,72,400,1,328,1.7939999999999998e-22,1031,0.9501,A0A0D5YKQ7,P45954,gcdH,ACADSB,9606
AF-A0A0D5YG92-F1-model_v4,AF-Q8N4T8-2-F1-model_v6,0.29,193,123,4,1,193,1,179,4.707e-15,541,0.9499,A0A0D5YG92,Q8N4T8,,CBR4,9606
AF-V5VC63-F1-model_v4,AF-P05091-F1-model_v6,0.398,507,284,11,1,499,23,516,1.838e-57,2168,0.9495,V5VC63,P05091,acoD,ALDH2,9606
AF-V5V8P1-F1-model_v4,AF-Q96N76-F1-model_v6,0.328,578,356,9,7,552,79,656,2.671e-52,2037,0.9495,V5V8P1,Q96N76,hutU,UROC1,9606
AF-A0A1E3MAV2-F1-model_v4,AF-Q8N4T8-2-F1-model_v6,0.212,179,133,3,19,190,2,179,3.054e-13,469,0.9494,A0A1E3MAV2,Q8N4T8,dhbA,CBR4,9606
AF-A0A0Q3LS70-F1-model_v4,AF-Q96NN9-3-F1-model_v6,0.288,97,69,0,3,99,69,165,1.279e-07,363,0.9494,A0A0Q3LS70,Q96NN9,ndoA,AIFM3,9606
AF-A0A1E3M726-F1-model_v4,AF-Q9ULH0-3-F1-model_v6,0.266,60,44,0,188,247,64,123,0.1569,114,0.9494,A0A1E3M726,Q9ULH0,,KIDINS220,9606
AF-A0A7U4X7F2-F1-model_v4,AF-Q86XE5-F1-model_v6,0.231,294,220,6,1,290,33,324,1.549e-18,778,0.9493,A0A7U4X7F2,Q86XE5,,HOGA1,9606
AF-A0A0Q3LS70-F1-model_v4,AF-Q96NN9-2-F1-model_v6,0.288,97,69,0,3,99,75,171,1.425e-07,361,0.9493,A0A0Q3LS70,Q96NN9,ndoA,AIFM3,9606
AF-A0A059ZI64-F1-model_v4,AF-Q9BXX2-2-F1-model_v6,0.288,194,133,1,26,219,72,260,4.276e-09,478,0.9493,A0A059ZI64,Q9BXX2,,ANKRD30B,9606
AF-A0A7L5TFX0-F1-model_v4,AF-P24752-2-F1-model_v6,0.336,104,67,2,6,109,44,145,1.229e-05,195,0.9492,A0A7L5TFX0,P24752,,ACAT1,9606
AF-A0A1E3M3K3-F1-model_v4,AF-Q8N4T8-F1-model_v6,0.284,253,161,5,6,258,1,233,6.096e-21,781,0.9492,A0A1E3M3K3,Q8N4T8,,CBR4,9606
AF-A0A059ZTW8-F1-model_v4,AF-Q8IWW8-F1-model_v6,0.254,421,274,7,8,389,44,463,2.808e-29,1288,0.9491,A0A059ZTW8,Q8IWW8,dhaT_2,ADHFE1,9606
AF-A0A1E3MDM9-F1-model_v4,AF-Q96CD2-2-F1-model_v6,0.409,110,63,1,80,187,11,120,6.828e-08,330,0.9489,A0A1E3MDM9,Q96CD2,coaBC,PPCDC,9606
AF-V5VBP3-F1-model_v4,AF-Q7RTP6-F1-model_v6,0.161,31,26,0,21,51,87,117,6.812,41,0.9488,V5VBP3,Q7RTP6,gpsA,MICAL3,9606
AF-A0A0E1FTA3-F1-model_v4,AF-Q8N4T8-2-F1-model_v6,0.258,182,132,2,1,182,1,179,1.022e-13,509,0.9488,A0A0E1FTA3,Q8N4T8,,CBR4,9606
AF-A0A0H4UEB2-F1-model_v4,AF-Q8N5C6-2-F1-model_v6,0.285,63,45,0,74,136,331,393,0.04089,132,0.9487,A0A0H4UEB2,Q8N5C6,,SRBD1,9606
AF-A0A7U4Z0H5-F1-model_v4,AF-A6NEC2-2-F1-model_v6,0.342,269,166,5,217,481,1,262,9.524e-14,679,0.9485,A0A7U4Z0H5,A6NEC2,,NPEPPSL1,9606
AF-A0A0Q3LS70-F1-model_v4,AF-Q96NN9-F1-model_v6,0.288,97,69,0,3,99,69,165,1.212e-07,364,0.9485,A0A0Q3LS70,Q96NN9,ndoA,AIFM3,9606
AF-R4LDE1-F1-model_v4,AF-P11498-F1-model_v6,0.462,454,233,8,2,445,37,489,4.654e-60,2214,0.9484,R4LDE1,P11498,accC,PC,9606
AF-A0A077GR36-F1-model_v4,AF-Q8N4T8-2-F1-model_v6,0.27,185,129,3,5,189,1,179,9.69e-14,524,0.9483,A0A077GR36,Q8N4T8,sadH_2,CBR4,9606
AF-A0A0D5YKL9-F1-model_v4,AF-O15245-4-F1-model_v6,0.253,150,108,2,49,198,147,292,0.0001081,264,0.9479,A0A0D5YKL9,O15245,hcaK,SLC22A1,9606
AF-V5V9M8-F1-model_v4,AF-P09001-F1-model_v6,0.291,213,146,3,1,211,95,304,1.431e-20,867,0.9479,V5V9M8,P09001,rplC,MRPL3,9606
AF-A0A1E3M2P8-F1-model_v4,AF-Q9Y2Z2-2-F1-model_v6,0.322,31,21,0,11,41,39,69,6.671,43,0.9477,A0A1E3M2P8,Q9Y2Z2,,MTO1,9606
AF-A0A1E3M951-F1-model_v4,AF-Q6P587-F1-model_v6,0.334,209,135,3,5,213,14,218,2.924e-25,951,0.9476,A0A1E3M951,Q6P587,,FAHD1,9606
AF-V5VAC5-F1-model_v4,AF-Q9ULH0-F1-model_v6,0.201,169,90,3,5,173,5,128,0.0002288,245,0.9475,V5VAC5,Q9ULH0,,KIDINS220,9606
AF-V5VHM1-F1-model_v4,AF-Q8N4V2-F1-model_v6,0.271,456,304,8,1,434,68,517,8.502e-24,1205,0.9474,V5VHM1,Q8N4V2,,SVOP,9606
AF-R4LDE1-F1-model_v4,AF-P05165-3-F1-model_v6,0.428,471,250,7,1,453,62,531,2.3699999999999998e-61,2263,0.9474,R4LDE1,P05165,accC,PCCA,9606
AF-A0A1L5TM51-F1-model_v4,AF-P11498-F1-model_v6,0.25,72,50,1,2,73,1111,1178,0.002419,191,0.9472,A0A1L5TM51,P11498,,PC,9606
AF-A0A1E3M5A4-F1-model_v4,AF-Q8N4T8-2-F1-model_v6,0.26,184,131,2,1,184,1,179,1.139e-12,473,0.9468,A0A1E3M5A4,Q8N4T8,,CBR4,9606
AF-A0A1E3M1U1-F1-model_v4,AF-Q9Y2Z2-3-F1-model_v6,0.481,270,122,5,3,257,31,297,1.5279999999999999e-24,892,0.9466,A0A1E3M1U1,Q9Y2Z2,mnmG,MTO1,9606
AF-V5VHX8-F1-model_v4,AF-Q9H2A2-F1-model_v6,0.275,494,344,10,2,488,1,487,7.383e-48,1705,0.9466,V5VHX8,Q9H2A2,mmsA,ALDH8A1,9606
AF-A0A1E3M2Q3-F1-model_v4,AF-Q13825-F1-model_v6,0.3,266,176,4,2,257,74,339,2.448e-25,940,0.9465,A0A1E3M2Q3,Q13825,,AUH,9606
AF-A0A1E3MDG8-F1-model_v4,AF-Q2M3G0-2-F1-model_v6,0.418,117,67,1,562,678,16,131,5.49e-08,415,0.9464,A0A1E3MDG8,Q2M3G0,,ABCB5,9606
AF-A0A090B7S1-F1-model_v4,AF-P15559-2-F1-model_v6,0.353,226,111,4,2,226,5,196,3.652e-19,659,0.9463,A0A090B7S1,P15559,,NQO1,9606
AF-A0A1E3M7X4-F1-model_v4,AF-Q2M3G0-2-F1-model_v6,0.439,116,63,1,395,510,17,130,1.412e-07,433,0.9462,A0A1E3M7X4,Q2M3G0,,ABCB5,9606
AF-A0A0H4UB60-F1-model_v4,AF-Q7RTP6-3-F1-model_v6,0.31,29,20,0,1,29,87,115,5.023,45,0.9459,A0A0H4UB60,Q7RTP6,,MICAL3,9606
AF-A0A1E3M178-F1-model_v4,AF-P56192-2-F1-model_v6,0.322,273,178,4,2,268,264,535,8.078e-23,895,0.9458,A0A1E3M178,P56192,metG,MARS1,9606
AF-A0A1E3M9G6-F1-model_v4,AF-Q6PKH6-F1-model_v6,0.306,183,127,0,2,184,27,209,6.197e-18,666,0.9456,A0A1E3M9G6,Q6PKH6,,DHRS4L2,9606
AF-A0A1E3M7D5-F1-model_v4,AF-P42357-F1-model_v6,0.309,520,340,10,1,510,111,621,3.156e-39,1847,0.9454,A0A1E3M7D5,P42357,,HAL,9606
AF-A0A1L5TLA1-F1-model_v4,AF-P45954-2-F1-model_v6,0.306,336,219,8,55,386,2,327,1.547e-23,1073,0.9454,A0A1L5TLA1,P45954,,ACADSB,9606
AF-A0A0H4UB89-F1-model_v4,AF-P45954-F1-model_v6,0.281,383,264,4,12,389,51,427,5.277e-29,1350,0.9452,A0A0H4UB89,P45954,,ACADSB,9606
AF-A0A1E3M4K0-F1-model_v4,AF-O94788-3-F1-model_v6,0.312,489,318,12,29,509,18,496,6.261e-48,1743,0.9451,A0A1E3M4K0,O94788,,ALDH1A2,9606
AF-V5VG47-F1-model_v4,AF-P46782-F1-model_v6,0.266,139,93,3,19,148,65,203,6.506e-09,396,0.945,V5VG47,P46782,rpsG,RPS5,9606
